"student_code","full_name","class_name","gender","dob","email","login_password","current_address"
"CMS100388","Keo Vichea","9D","female","2011-04-24","keo.vichea.9d@school.edu","vichea24042011","Village 04 9D Preaek Pra Kampot"
"CMS100389","Phan Vichea","9E","male","2011-05-25","phan.vichea.9e@school.edu","vichea25052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100390","Meas Vichea","9F","female","2011-06-26","meas.vichea.9f@school.edu","vichea26062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100391","Ouk Vichea","9A","male","2011-07-27","ouk.vichea.9a@school.edu","vichea27072011","Village 07 9A Tuek Thla Takeo"
"CMS100392","Chhim Vichea","9B","female","2011-08-28","chhim.vichea.9b@school.edu","vichea28082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100393","Yin Vichea","9C","male","2011-09-01","yin.vichea.9c@school.edu","vichea01092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100394","Touch Vichea","9D","female","2011-10-02","touch.vichea.9d@school.edu","vichea02102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100395","Ngov Vichea","9E","male","2011-11-03","ngov.vichea.9e@school.edu","vichea03112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100396","Suon Vichea","9F","female","2011-12-04","suon.vichea.9f@school.edu","vichea04122011","Village 04 9F Preaek Pra Kampot"
"CMS100397","Prak Vichea","9A","male","2011-01-05","prak.vichea.9a@school.edu","vichea05012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100398","Kim Vichea","9B","female","2011-02-06","kim.vichea.9b@school.edu","vichea06022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100399","Chhay Vichea","9C","male","2011-03-07","chhay.vichea.9c@school.edu","vichea07032011","Village 07 9C Tuek Thla Takeo"
"CMS100400","Nou Vichea","9D","female","2011-04-08","nou.vichea.9d@school.edu","vichea08042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100401","Heng Vichea","9E","male","2011-05-09","heng.vichea.9e@school.edu","vichea09052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100402","Pen Vichea","9F","female","2011-06-10","pen.vichea.9f@school.edu","vichea10062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100403","Sam Vichea","9A","male","2011-07-11","sam.vichea.9a@school.edu","vichea11072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100404","Korng Vichea","9B","female","2011-08-12","korng.vichea.9b@school.edu","vichea12082011","Village 04 9B Preaek Pra Kampot"
"CMS100405","Ros Vichea","9C","male","2011-09-13","ros.vichea.9c@school.edu","vichea13092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100406","Chin Vichea","9D","female","2011-10-14","chin.vichea.9d@school.edu","vichea14102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100407","Mao Vichea","9E","male","2011-11-15","mao.vichea.9e@school.edu","vichea15112011","Village 07 9E Tuek Thla Takeo"
"CMS100408","Lay Vichea","9F","female","2011-12-16","lay.vichea.9f@school.edu","vichea16122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100409","Vannak Vichea","9A","male","2011-01-17","vannak.vichea.9a@school.edu","vichea17012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100410","Sreypov Vichea","9B","female","2011-02-18","sreypov.vichea.9b@school.edu","vichea18022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100411","Rith Vichea","9C","male","2011-03-19","rith.vichea.9c@school.edu","vichea19032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100412","Borey Vichea","9D","female","2011-04-20","borey.vichea.9d@school.edu","vichea20042011","Village 04 9D Preaek Pra Kampot"
"CMS100413","Visal Vichea","9E","male","2011-05-21","visal.vichea.9e@school.edu","vichea21052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100414","Malis Vichea","9F","female","2011-06-22","malis.vichea.9f@school.edu","vichea22062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100415","Rattanak Vichea","9A","male","2011-07-23","rattanak.vichea.9a@school.edu","vichea23072011","Village 07 9A Tuek Thla Takeo"
"CMS100416","Sothea Vichea","9B","female","2011-08-24","sothea.vichea.9b@school.edu","vichea24082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100417","Sok Sreymom","9C","male","2011-09-25","sok.sreymom.9c@school.edu","sreymom25092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100418","Chan Sreymom","9D","female","2011-10-26","chan.sreymom.9d@school.edu","sreymom26102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100419","Lim Sreymom","9E","male","2011-11-27","lim.sreymom.9e@school.edu","sreymom27112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100420","Keo Sreymom","9F","female","2011-12-28","keo.sreymom.9f@school.edu","sreymom28122011","Village 04 9F Preaek Pra Kampot"
"CMS100421","Phan Sreymom","9A","male","2011-01-01","phan.sreymom.9a@school.edu","sreymom01012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100422","Meas Sreymom","9B","female","2011-02-02","meas.sreymom.9b@school.edu","sreymom02022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100423","Ouk Sreymom","9C","male","2011-03-03","ouk.sreymom.9c@school.edu","sreymom03032011","Village 07 9C Tuek Thla Takeo"
"CMS100424","Chhim Sreymom","9D","female","2011-04-04","chhim.sreymom.9d@school.edu","sreymom04042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100425","Yin Sreymom","9E","male","2011-05-05","yin.sreymom.9e@school.edu","sreymom05052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100426","Touch Sreymom","9F","female","2011-06-06","touch.sreymom.9f@school.edu","sreymom06062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100427","Ngov Sreymom","9A","male","2011-07-07","ngov.sreymom.9a@school.edu","sreymom07072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100428","Suon Sreymom","9B","female","2011-08-08","suon.sreymom.9b@school.edu","sreymom08082011","Village 04 9B Preaek Pra Kampot"
"CMS100429","Prak Sreymom","9C","male","2011-09-09","prak.sreymom.9c@school.edu","sreymom09092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100430","Kim Sreymom","9D","female","2011-10-10","kim.sreymom.9d@school.edu","sreymom10102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100431","Chhay Sreymom","9E","male","2011-11-11","chhay.sreymom.9e@school.edu","sreymom11112011","Village 07 9E Tuek Thla Takeo"
"CMS100432","Nou Sreymom","9F","female","2011-12-12","nou.sreymom.9f@school.edu","sreymom12122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100433","Heng Sreymom","9A","male","2011-01-13","heng.sreymom.9a@school.edu","sreymom13012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100434","Pen Sreymom","9B","female","2011-02-14","pen.sreymom.9b@school.edu","sreymom14022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100435","Sam Sreymom","9C","male","2011-03-15","sam.sreymom.9c@school.edu","sreymom15032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100436","Korng Sreymom","9D","female","2011-04-16","korng.sreymom.9d@school.edu","sreymom16042011","Village 04 9D Preaek Pra Kampot"
"CMS100437","Ros Sreymom","9E","male","2011-05-17","ros.sreymom.9e@school.edu","sreymom17052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100438","Chin Sreymom","9F","female","2011-06-18","chin.sreymom.9f@school.edu","sreymom18062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100439","Mao Sreymom","9A","male","2011-07-19","mao.sreymom.9a@school.edu","sreymom19072011","Village 07 9A Tuek Thla Takeo"
"CMS100440","Lay Sreymom","9B","female","2011-08-20","lay.sreymom.9b@school.edu","sreymom20082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100441","Vannak Sreymom","9C","male","2011-09-21","vannak.sreymom.9c@school.edu","sreymom21092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100442","Sreypov Sreymom","9D","female","2011-10-22","sreypov.sreymom.9d@school.edu","sreymom22102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100443","Rith Sreymom","9E","male","2011-11-23","rith.sreymom.9e@school.edu","sreymom23112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100444","Borey Sreymom","9F","female","2011-12-24","borey.sreymom.9f@school.edu","sreymom24122011","Village 04 9F Preaek Pra Kampot"
"CMS100445","Visal Sreymom","9A","male","2011-01-25","visal.sreymom.9a@school.edu","sreymom25012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100446","Malis Sreymom","9B","female","2011-02-26","malis.sreymom.9b@school.edu","sreymom26022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100447","Rattanak Sreymom","9C","male","2011-03-27","rattanak.sreymom.9c@school.edu","sreymom27032011","Village 07 9C Tuek Thla Takeo"
"CMS100448","Sothea Sreymom","9D","female","2011-04-28","sothea.sreymom.9d@school.edu","sreymom28042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100449","Sok Rattanak","9E","male","2011-05-01","sok.rattanak.9e@school.edu","rattanak01052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100450","Chan Rattanak","9F","female","2011-06-02","chan.rattanak.9f@school.edu","rattanak02062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100451","Lim Rattanak","9A","male","2011-07-03","lim.rattanak.9a@school.edu","rattanak03072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100452","Keo Rattanak","9B","female","2011-08-04","keo.rattanak.9b@school.edu","rattanak04082011","Village 04 9B Preaek Pra Kampot"
"CMS100453","Phan Rattanak","9C","male","2011-09-05","phan.rattanak.9c@school.edu","rattanak05092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100454","Meas Rattanak","9D","female","2011-10-06","meas.rattanak.9d@school.edu","rattanak06102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100455","Ouk Rattanak","9E","male","2011-11-07","ouk.rattanak.9e@school.edu","rattanak07112011","Village 07 9E Tuek Thla Takeo"
"CMS100456","Chhim Rattanak","9F","female","2011-12-08","chhim.rattanak.9f@school.edu","rattanak08122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100457","Yin Rattanak","9A","male","2011-01-09","yin.rattanak.9a@school.edu","rattanak09012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100458","Touch Rattanak","9B","female","2011-02-10","touch.rattanak.9b@school.edu","rattanak10022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100459","Ngov Rattanak","9C","male","2011-03-11","ngov.rattanak.9c@school.edu","rattanak11032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100460","Suon Rattanak","9D","female","2011-04-12","suon.rattanak.9d@school.edu","rattanak12042011","Village 04 9D Preaek Pra Kampot"
"CMS100461","Prak Rattanak","9E","male","2011-05-13","prak.rattanak.9e@school.edu","rattanak13052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100462","Kim Rattanak","9F","female","2011-06-14","kim.rattanak.9f@school.edu","rattanak14062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100463","Chhay Rattanak","9A","male","2011-07-15","chhay.rattanak.9a@school.edu","rattanak15072011","Village 07 9A Tuek Thla Takeo"
"CMS100464","Nou Rattanak","9B","female","2011-08-16","nou.rattanak.9b@school.edu","rattanak16082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100465","Heng Rattanak","9C","male","2011-09-17","heng.rattanak.9c@school.edu","rattanak17092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100466","Pen Rattanak","9D","female","2011-10-18","pen.rattanak.9d@school.edu","rattanak18102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100467","Sam Rattanak","9E","male","2011-11-19","sam.rattanak.9e@school.edu","rattanak19112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100468","Korng Rattanak","9F","female","2011-12-20","korng.rattanak.9f@school.edu","rattanak20122011","Village 04 9F Preaek Pra Kampot"
"CMS100469","Ros Rattanak","9A","male","2011-01-21","ros.rattanak.9a@school.edu","rattanak21012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100470","Chin Rattanak","9B","female","2011-02-22","chin.rattanak.9b@school.edu","rattanak22022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100471","Mao Rattanak","9C","male","2011-03-23","mao.rattanak.9c@school.edu","rattanak23032011","Village 07 9C Tuek Thla Takeo"
"CMS100472","Lay Rattanak","9D","female","2011-04-24","lay.rattanak.9d@school.edu","rattanak24042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100473","Vannak Rattanak","9E","male","2011-05-25","vannak.rattanak.9e@school.edu","rattanak25052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100474","Sreypov Rattanak","9F","female","2011-06-26","sreypov.rattanak.9f@school.edu","rattanak26062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100475","Rith Rattanak","9A","male","2011-07-27","rith.rattanak.9a@school.edu","rattanak27072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100476","Borey Rattanak","9B","female","2011-08-28","borey.rattanak.9b@school.edu","rattanak28082011","Village 04 9B Preaek Pra Kampot"
"CMS100477","Visal Rattanak","9C","male","2011-09-01","visal.rattanak.9c@school.edu","rattanak01092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100478","Malis Rattanak","9D","female","2011-10-02","malis.rattanak.9d@school.edu","rattanak02102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100479","Rattanak Rattanak","9E","male","2011-11-03","rattanak.rattanak.9e@school.edu","rattanak03112011","Village 07 9E Tuek Thla Takeo"
"CMS100480","Sothea Rattanak","9F","female","2011-12-04","sothea.rattanak.9f@school.edu","rattanak04122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100481","Sok Sreyneang","9A","male","2011-01-05","sok.sreyneang.9a@school.edu","sreyneang05012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100482","Chan Sreyneang","9B","female","2011-02-06","chan.sreyneang.9b@school.edu","sreyneang06022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100483","Lim Sreyneang","9C","male","2011-03-07","lim.sreyneang.9c@school.edu","sreyneang07032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100484","Keo Sreyneang","9D","female","2011-04-08","keo.sreyneang.9d@school.edu","sreyneang08042011","Village 04 9D Preaek Pra Kampot"
"CMS100485","Phan Sreyneang","9E","male","2011-05-09","phan.sreyneang.9e@school.edu","sreyneang09052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100486","Meas Sreyneang","9F","female","2011-06-10","meas.sreyneang.9f@school.edu","sreyneang10062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100487","Ouk Sreyneang","9A","male","2011-07-11","ouk.sreyneang.9a@school.edu","sreyneang11072011","Village 07 9A Tuek Thla Takeo"
"CMS100488","Chhim Sreyneang","9B","female","2011-08-12","chhim.sreyneang.9b@school.edu","sreyneang12082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100489","Yin Sreyneang","9C","male","2011-09-13","yin.sreyneang.9c@school.edu","sreyneang13092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100490","Touch Sreyneang","9D","female","2011-10-14","touch.sreyneang.9d@school.edu","sreyneang14102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100491","Ngov Sreyneang","9E","male","2011-11-15","ngov.sreyneang.9e@school.edu","sreyneang15112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100492","Suon Sreyneang","9F","female","2011-12-16","suon.sreyneang.9f@school.edu","sreyneang16122011","Village 04 9F Preaek Pra Kampot"
"CMS100493","Prak Sreyneang","9A","male","2011-01-17","prak.sreyneang.9a@school.edu","sreyneang17012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100494","Kim Sreyneang","9B","female","2011-02-18","kim.sreyneang.9b@school.edu","sreyneang18022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100495","Chhay Sreyneang","9C","male","2011-03-19","chhay.sreyneang.9c@school.edu","sreyneang19032011","Village 07 9C Tuek Thla Takeo"
"CMS100496","Nou Sreyneang","9D","female","2011-04-20","nou.sreyneang.9d@school.edu","sreyneang20042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100497","Heng Sreyneang","9E","male","2011-05-21","heng.sreyneang.9e@school.edu","sreyneang21052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100498","Pen Sreyneang","9F","female","2011-06-22","pen.sreyneang.9f@school.edu","sreyneang22062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100499","Sam Sreyneang","10A","male","2010-07-23","sam.sreyneang.10a@school.edu","sreyneang23072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100500","Korng Sreyneang","10B","female","2010-08-24","korng.sreyneang.10b@school.edu","sreyneang24082010","Village 04 10B Preaek Pra Kampot"
"CMS100501","Ros Sreyneang","10C","male","2010-09-25","ros.sreyneang.10c@school.edu","sreyneang25092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100502","Chin Sreyneang","10D","female","2010-10-26","chin.sreyneang.10d@school.edu","sreyneang26102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100503","Mao Sreyneang","10E","male","2010-11-27","mao.sreyneang.10e@school.edu","sreyneang27112010","Village 07 10E Tuek Thla Takeo"
"CMS100504","Lay Sreyneang","10F","female","2010-12-28","lay.sreyneang.10f@school.edu","sreyneang28122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100505","Vannak Sreyneang","10A","male","2010-01-01","vannak.sreyneang.10a@school.edu","sreyneang01012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100506","Sreypov Sreyneang","10B","female","2010-02-02","sreypov.sreyneang.10b@school.edu","sreyneang02022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100507","Rith Sreyneang","10C","male","2010-03-03","rith.sreyneang.10c@school.edu","sreyneang03032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100508","Borey Sreyneang","10D","female","2010-04-04","borey.sreyneang.10d@school.edu","sreyneang04042010","Village 04 10D Preaek Pra Kampot"
"CMS100509","Visal Sreyneang","10E","male","2010-05-05","visal.sreyneang.10e@school.edu","sreyneang05052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100510","Malis Sreyneang","10F","female","2010-06-06","malis.sreyneang.10f@school.edu","sreyneang06062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100511","Rattanak Sreyneang","10A","male","2010-07-07","rattanak.sreyneang.10a@school.edu","sreyneang07072010","Village 07 10A Tuek Thla Takeo"
"CMS100512","Sothea Sreyneang","10B","female","2010-08-08","sothea.sreyneang.10b@school.edu","sreyneang08082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100513","Sok Visal","10C","male","2010-09-09","sok.visal.10c@school.edu","visal09092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100514","Chan Visal","10D","female","2010-10-10","chan.visal.10d@school.edu","visal10102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100515","Lim Visal","10E","male","2010-11-11","lim.visal.10e@school.edu","visal11112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100516","Keo Visal","10F","female","2010-12-12","keo.visal.10f@school.edu","visal12122010","Village 04 10F Preaek Pra Kampot"
"CMS100517","Phan Visal","10A","male","2010-01-13","phan.visal.10a@school.edu","visal13012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100518","Meas Visal","10B","female","2010-02-14","meas.visal.10b@school.edu","visal14022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100519","Ouk Visal","10C","male","2010-03-15","ouk.visal.10c@school.edu","visal15032010","Village 07 10C Tuek Thla Takeo"
"CMS100520","Chhim Visal","10D","female","2010-04-16","chhim.visal.10d@school.edu","visal16042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100521","Yin Visal","10E","male","2010-05-17","yin.visal.10e@school.edu","visal17052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100522","Touch Visal","10F","female","2010-06-18","touch.visal.10f@school.edu","visal18062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100523","Ngov Visal","10A","male","2010-07-19","ngov.visal.10a@school.edu","visal19072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100524","Suon Visal","10B","female","2010-08-20","suon.visal.10b@school.edu","visal20082010","Village 04 10B Preaek Pra Kampot"
"CMS100525","Prak Visal","10C","male","2010-09-21","prak.visal.10c@school.edu","visal21092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100526","Kim Visal","10D","female","2010-10-22","kim.visal.10d@school.edu","visal22102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100527","Chhay Visal","10E","male","2010-11-23","chhay.visal.10e@school.edu","visal23112010","Village 07 10E Tuek Thla Takeo"
"CMS100528","Nou Visal","10F","female","2010-12-24","nou.visal.10f@school.edu","visal24122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100529","Heng Visal","10A","male","2010-01-25","heng.visal.10a@school.edu","visal25012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100530","Pen Visal","10B","female","2010-02-26","pen.visal.10b@school.edu","visal26022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100531","Sam Visal","10C","male","2010-03-27","sam.visal.10c@school.edu","visal27032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100532","Korng Visal","10D","female","2010-04-28","korng.visal.10d@school.edu","visal28042010","Village 04 10D Preaek Pra Kampot"
"CMS100533","Ros Visal","10E","male","2010-05-01","ros.visal.10e@school.edu","visal01052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100534","Chin Visal","10F","female","2010-06-02","chin.visal.10f@school.edu","visal02062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100535","Mao Visal","10A","male","2010-07-03","mao.visal.10a@school.edu","visal03072010","Village 07 10A Tuek Thla Takeo"
"CMS100536","Lay Visal","10B","female","2010-08-04","lay.visal.10b@school.edu","visal04082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100537","Vannak Visal","10C","male","2010-09-05","vannak.visal.10c@school.edu","visal05092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100538","Sreypov Visal","10D","female","2010-10-06","sreypov.visal.10d@school.edu","visal06102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100539","Rith Visal","10E","male","2010-11-07","rith.visal.10e@school.edu","visal07112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100540","Borey Visal","10F","female","2010-12-08","borey.visal.10f@school.edu","visal08122010","Village 04 10F Preaek Pra Kampot"
"CMS100541","Visal Visal","10A","male","2010-01-09","visal.visal.10a@school.edu","visal09012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100542","Malis Visal","10B","female","2010-02-10","malis.visal.10b@school.edu","visal10022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100543","Rattanak Visal","10C","male","2010-03-11","rattanak.visal.10c@school.edu","visal11032010","Village 07 10C Tuek Thla Takeo"
"CMS100544","Sothea Visal","10D","female","2010-04-12","sothea.visal.10d@school.edu","visal12042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100545","Sok Malis","10E","male","2010-05-13","sok.malis.10e@school.edu","malis13052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100546","Chan Malis","10F","female","2010-06-14","chan.malis.10f@school.edu","malis14062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100547","Lim Malis","10A","male","2010-07-15","lim.malis.10a@school.edu","malis15072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100548","Keo Malis","10B","female","2010-08-16","keo.malis.10b@school.edu","malis16082010","Village 04 10B Preaek Pra Kampot"
"CMS100549","Phan Malis","10C","male","2010-09-17","phan.malis.10c@school.edu","malis17092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100550","Meas Malis","10D","female","2010-10-18","meas.malis.10d@school.edu","malis18102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100551","Ouk Malis","10E","male","2010-11-19","ouk.malis.10e@school.edu","malis19112010","Village 07 10E Tuek Thla Takeo"
"CMS100552","Chhim Malis","10F","female","2010-12-20","chhim.malis.10f@school.edu","malis20122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100553","Yin Malis","10A","male","2010-01-21","yin.malis.10a@school.edu","malis21012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100554","Touch Malis","10B","female","2010-02-22","touch.malis.10b@school.edu","malis22022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100555","Ngov Malis","10C","male","2010-03-23","ngov.malis.10c@school.edu","malis23032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100556","Suon Malis","10D","female","2010-04-24","suon.malis.10d@school.edu","malis24042010","Village 04 10D Preaek Pra Kampot"
"CMS100557","Prak Malis","10E","male","2010-05-25","prak.malis.10e@school.edu","malis25052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100558","Kim Malis","10F","female","2010-06-26","kim.malis.10f@school.edu","malis26062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100559","Chhay Malis","10A","male","2010-07-27","chhay.malis.10a@school.edu","malis27072010","Village 07 10A Tuek Thla Takeo"
"CMS100560","Nou Malis","10B","female","2010-08-28","nou.malis.10b@school.edu","malis28082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100561","Heng Malis","10C","male","2010-09-01","heng.malis.10c@school.edu","malis01092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100562","Pen Malis","10D","female","2010-10-02","pen.malis.10d@school.edu","malis02102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100563","Sam Malis","10E","male","2010-11-03","sam.malis.10e@school.edu","malis03112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100564","Korng Malis","10F","female","2010-12-04","korng.malis.10f@school.edu","malis04122010","Village 04 10F Preaek Pra Kampot"
"CMS100565","Ros Malis","10A","male","2010-01-05","ros.malis.10a@school.edu","malis05012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100566","Chin Malis","10B","female","2010-02-06","chin.malis.10b@school.edu","malis06022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100567","Mao Malis","10C","male","2010-03-07","mao.malis.10c@school.edu","malis07032010","Village 07 10C Tuek Thla Takeo"
"CMS100568","Lay Malis","10D","female","2010-04-08","lay.malis.10d@school.edu","malis08042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100569","Vannak Malis","10E","male","2010-05-09","vannak.malis.10e@school.edu","malis09052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100570","Sreypov Malis","10F","female","2010-06-10","sreypov.malis.10f@school.edu","malis10062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100571","Rith Malis","10A","male","2010-07-11","rith.malis.10a@school.edu","malis11072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100572","Borey Malis","10B","female","2010-08-12","borey.malis.10b@school.edu","malis12082010","Village 04 10B Preaek Pra Kampot"
"CMS100573","Visal Malis","10C","male","2010-09-13","visal.malis.10c@school.edu","malis13092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100574","Malis Malis","10D","female","2010-10-14","malis.malis.10d@school.edu","malis14102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100575","Rattanak Malis","10E","male","2010-11-15","rattanak.malis.10e@school.edu","malis15112010","Village 07 10E Tuek Thla Takeo"
"CMS100576","Sothea Malis","10F","female","2010-12-16","sothea.malis.10f@school.edu","malis16122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100577","Sok Ath","10A","male","2010-01-17","sok.ath.10a@school.edu","ath17012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100578","Chan Ath","10B","female","2010-02-18","chan.ath.10b@school.edu","ath18022010","Village 02 10B Sala Kamreuk Battambang"
