"email","password_hash","role","full_name","gender","student_code"
"suon.bopha.8f@school.edu","$2a$10$Ai677hGjXlRmu4V7UKxNMuZc9neL7jhQgZtimpwOtYuG78zxl6TZm","student","Suon Bopha","female","CMS100300"
"prak.bopha.8a@school.edu","$2a$10$ftkQDCrP3KucukYeiazb9.GGL0Ub5jV9x8PnEMwaHTKaWXLRGj55C","student","Prak Bopha","male","CMS100301"
"kim.bopha.8b@school.edu","$2a$10$wTWQjV8hvgfYEcwrcxYsE.xb/enzx3NTFOmlAIptdC7FUHsdYRsM6","student","Kim Bopha","female","CMS100302"
"chhay.bopha.8c@school.edu","$2a$10$I/EVgh9zWmM4Ass8qoLCYeSuN3Nigf.idJVDoC1xSx0T9aQEWEje.","student","Chhay Bopha","male","CMS100303"
"nou.bopha.8d@school.edu","$2a$10$3AgRaX4GtOfKB9IGHGDuOuQ1IHcnyWWypng.C6jhnvfzZl91sJ5Xa","student","Nou Bopha","female","CMS100304"
"heng.bopha.8e@school.edu","$2a$10$.ERE3vBaJ8i43L23ztI6Qu4voZVmZla5jlx5qPoAyrDBDnSfgeA2u","student","Heng Bopha","male","CMS100305"
"pen.bopha.8f@school.edu","$2a$10$j.OZUw/.XAv6axRgoQ.RO.ZrUWwmwY/3JbEfNazRhYvy6Kacbx0FK","student","Pen Bopha","female","CMS100306"
"sam.bopha.8a@school.edu","$2a$10$czmQEWZdUg1Lok6JeMYs0OOOfniAK.GRPZeI0U7ejR.pYiQVufM46","student","Sam Bopha","male","CMS100307"
"korng.bopha.8b@school.edu","$2a$10$ejacd1alxxTHTxwlZxwGf.FtC61kL5/VnjMGs6YmIoYFq1v7rxOMi","student","Korng Bopha","female","CMS100308"
"ros.bopha.8c@school.edu","$2a$10$UKeAVbP8ZcqEev951iQ9uOEw0oUvFx2Isgye75y1wps5J894f8wwu","student","Ros Bopha","male","CMS100309"
"chin.bopha.8d@school.edu","$2a$10$PCMtgKzEWcQUPdXE7zVRdekUxekytjRREYhSNAhx/7vO6LVrzt5Z6","student","Chin Bopha","female","CMS100310"
"mao.bopha.8e@school.edu","$2a$10$oAVOD1i8YME1iJly1mt7ueFLXLZOnVSIngGtJMOi8CKTRfE2ZvoVW","student","Mao Bopha","male","CMS100311"
"lay.bopha.8f@school.edu","$2a$10$koxQDf3pM.qXB1aLtmvizu.73A5p6qoxbALJOMvHHAbx/nTk6Bk4.","student","Lay Bopha","female","CMS100312"
"vannak.bopha.8a@school.edu","$2a$10$QGQKsKrQhFXjpjvy1veEGeGCpCte2k2jx5XSuZu03hvEFiDathemG","student","Vannak Bopha","male","CMS100313"
"sreypov.bopha.8b@school.edu","$2a$10$5BBK3zuWNb1soiRXFJUDBe2TUNW0sP.OosJDCLqt0IYVLPVoz8exa","student","Sreypov Bopha","female","CMS100314"
"rith.bopha.8c@school.edu","$2a$10$mSYPR1q.xOz5h4UfX5leO.RnUF88/CUgi.IsKEb9eKFb0oK0OShuC","student","Rith Bopha","male","CMS100315"
"borey.bopha.8d@school.edu","$2a$10$0ZQtegt8MWYBpA8rTrbpkeHTF5MR7QcW7NnyW4wqaM9/8lEILs7Ci","student","Borey Bopha","female","CMS100316"
"visal.bopha.8e@school.edu","$2a$10$5/14ytXnzLrZgqcyKbdYAOqmi6NqYJGfpoxSPBWFwRC6RRXJoOQ6.","student","Visal Bopha","male","CMS100317"
"malis.bopha.8f@school.edu","$2a$10$zRQZt8oSUlD1UpPSH8wmbed1bnreGoKk2KtM1ya/UbhXLH4B7aVLK","student","Malis Bopha","female","CMS100318"
"rattanak.bopha.8a@school.edu","$2a$10$tts.qiqESHMDdWz08mTpa.PL6Jcucj1YPAp6poWWt/oaZNI70Ds6S","student","Rattanak Bopha","male","CMS100319"
"sothea.bopha.8b@school.edu","$2a$10$bDKBtThszZoVzHZSXYYZbO.jxIVCv/slteSUAtPmW.EeoNJR21H9C","student","Sothea Bopha","female","CMS100320"
"sok.soksan.8c@school.edu","$2a$10$mzdDS1OkR9W4ENHViDK43eAymnLpBJGh2F3mUDWq7MhX33xjECToa","student","Sok Soksan","male","CMS100321"
"chan.soksan.8d@school.edu","$2a$10$Ml3rhXAGR6GLXG9oqJ8xfe54DkLGUClS2synlwiv0QiVeGyTluVFa","student","Chan Soksan","female","CMS100322"
"lim.soksan.8e@school.edu","$2a$10$h8Td9NMg6Ksrsz/8yFhRA.sgMrJtR4cyl3K6sCLBCfqjBeDplvsUS","student","Lim Soksan","male","CMS100323"
"keo.soksan.8f@school.edu","$2a$10$j.ALanHXYtoaXscVqEHKZedqZC.phBJUfL5h3FuHF3UJcU6nDiIDq","student","Keo Soksan","female","CMS100324"
"phan.soksan.8a@school.edu","$2a$10$ZsCzhOldY9ATNZrn2kpRKe5c7jeXYI12r90C89lX9SWldknnUZWJe","student","Phan Soksan","male","CMS100325"
"meas.soksan.8b@school.edu","$2a$10$/TRsUxUJ5oDqtHHcGSv9K.IcMuHOifiXyGLnQJ4U6WY3HC.ESlqdq","student","Meas Soksan","female","CMS100326"
"ouk.soksan.8c@school.edu","$2a$10$8l9VqWn6VWumau6umo.OjOhRibbtjW125QMe6t7RC1nfaZWpwYvNu","student","Ouk Soksan","male","CMS100327"
"chhim.soksan.8d@school.edu","$2a$10$0KiW2uEc2xyHAdgYDdRc3uHYhhoXk7AURhXcHleKJl9W6AF4P4Ybe","student","Chhim Soksan","female","CMS100328"
"yin.soksan.8e@school.edu","$2a$10$IuR7K1Tm1939nqfw/QOkCu71xvKwTL7whFGpIr8HYG72gNK1tHf9.","student","Yin Soksan","male","CMS100329"
"touch.soksan.8f@school.edu","$2a$10$wzzodQUwCU94vW2LsVNOOOMUN1Q2Vmq0lIBh20clTUkzLzEiPX9E6","student","Touch Soksan","female","CMS100330"
"ngov.soksan.8a@school.edu","$2a$10$APUeY9fRdfSVdxrUqm8Cbuj5ETjQEB3PZGxovq20P7x0BRLFpwR5i","student","Ngov Soksan","male","CMS100331"
"suon.soksan.8b@school.edu","$2a$10$iW829mD7FOlEcFtT5e8Mf.wTNxSyiSZIS5TZ5EmxGAKRoYTD6E0cm","student","Suon Soksan","female","CMS100332"
"prak.soksan.9c@school.edu","$2a$10$B8TigEkFJq1JxrDcYlUNp.pj.tKS9NrUEQcDD1dv/0lm0GcQqpUm6","student","Prak Soksan","male","CMS100333"
"kim.soksan.9d@school.edu","$2a$10$ke0zGxN3QHgzEAtvxbyIhOi19clQ8n7Dury/CUu/7990YATXFF0hW","student","Kim Soksan","female","CMS100334"
"chhay.soksan.9e@school.edu","$2a$10$oa6ZxXqCVOv6X6ngQ4RvPuRHZ8Au3Mm58AiNSvTqLbwBkoCCRnq3e","student","Chhay Soksan","male","CMS100335"
"nou.soksan.9f@school.edu","$2a$10$0D71SQIwgPc2FoOZ5rrBUOZ2ul4H3DiKHpj5NeYEVt9DsZUyo5icS","student","Nou Soksan","female","CMS100336"
"heng.soksan.9a@school.edu","$2a$10$IbG7Kdr/EuqTXdbAnKqH2eAxVv/D3et..j.uUFYlGFpP3QUJllJau","student","Heng Soksan","male","CMS100337"
"pen.soksan.9b@school.edu","$2a$10$UxaQt0xsbUETFlYun0J5ZOD0bUqkBm7cvVF2cl8SHpQtK6HVmKIiG","student","Pen Soksan","female","CMS100338"
"sam.soksan.9c@school.edu","$2a$10$AxEpAsNqwSYqTdnxZgGx7.7sfBi9Xoims9wSZzc8tFi.wVxlI313G","student","Sam Soksan","male","CMS100339"
"korng.soksan.9d@school.edu","$2a$10$nK2aFXHcxHLnUZ0NBEpXyufj5nXy/NWaj2WEHNqu7wesWa2lTcBpi","student","Korng Soksan","female","CMS100340"
"ros.soksan.9e@school.edu","$2a$10$JFpFJsMlh5QLTdH0VyZ8XO/x9/6ccWzN2CDSzpF/1AFu3KlnskIgW","student","Ros Soksan","male","CMS100341"
"chin.soksan.9f@school.edu","$2a$10$IHM9QW0jNjiVoPDEobSJaOvDEAX7thGzsM399z5vnMwhiNVHW.pyK","student","Chin Soksan","female","CMS100342"
"mao.soksan.9a@school.edu","$2a$10$mkaWYmet.n3c/HS.SFISrOdOV5xU2e31jFoQDXz9LiBnAAqIiC8Bm","student","Mao Soksan","male","CMS100343"
"lay.soksan.9b@school.edu","$2a$10$wMPyRvr0e.4c5v9dTK4UIOlmGoSKItz..w.XXbN8ekEk.nld6IHf6","student","Lay Soksan","female","CMS100344"
"vannak.soksan.9c@school.edu","$2a$10$VdPtSEgLGhtarHmGeU6xIujLRqoPbh1ZMttOUuDyF5rLqpNs0h7YW","student","Vannak Soksan","male","CMS100345"
"sreypov.soksan.9d@school.edu","$2a$10$lFWhf69lUnAKi.8t5optTuRtqM92CvKdEKbYmwZmaOGunWDxuTDgO","student","Sreypov Soksan","female","CMS100346"
"rith.soksan.9e@school.edu","$2a$10$DCHIa17RsTgNlrovMG1by.jBGT8cgETnxtnktKSoqOS6FqgPtWyVS","student","Rith Soksan","male","CMS100347"
"borey.soksan.9f@school.edu","$2a$10$docMLgag5NTMYaR0heRAUei5Hv7KncG4/sdYFFEov89LOGGr6KUKu","student","Borey Soksan","female","CMS100348"
"visal.soksan.9a@school.edu","$2a$10$bX1zVp70F6GppEh1BE1.mujMbKeMGwM/XjzrYVjwWCuO113LSJJX2","student","Visal Soksan","male","CMS100349"
"malis.soksan.9b@school.edu","$2a$10$H0ac7Yzc9A3vGYISS4JfreMHB07YUY6eILljn0ychPH52PMozdfn2","student","Malis Soksan","female","CMS100350"
"rattanak.soksan.9c@school.edu","$2a$10$uUuBdpmX5CZCV4pNFQRu8O2rZ9lSIYnoRcUUc9xSiwNf0n9L04Vvy","student","Rattanak Soksan","male","CMS100351"
"sothea.soksan.9d@school.edu","$2a$10$lbNcNNWYKLDEXd5BNBwoQOC5Pjb7.YrxPaZ8FH2Prpm.qmKvaGlda","student","Sothea Soksan","female","CMS100352"
"sok.kanha.9e@school.edu","$2a$10$6dePAMcUfA7fEJ4RR24kPOImSEVKJ/XvuvOHR06DpyneEcQ5CJY7q","student","Sok Kanha","male","CMS100353"
"chan.kanha.9f@school.edu","$2a$10$5GJEE6YiCTszfIAJAKz1Iezo21A5Rn5qi4VOLmVvNLMayXaMz2cbC","student","Chan Kanha","female","CMS100354"
"lim.kanha.9a@school.edu","$2a$10$sPUvcV9R3XW5lOh1BIFG.OcKYTvKlNNQrOumTHhu3SRPTjuC55ulK","student","Lim Kanha","male","CMS100355"
"keo.kanha.9b@school.edu","$2a$10$tfbSTmods8ajSbAwBujmyOmACjWW7wMT.2Oyrh1v0O6/V4.R3JyMm","student","Keo Kanha","female","CMS100356"
"phan.kanha.9c@school.edu","$2a$10$nLi7o9sg2hYnEeBACfG4CufOVIBJhNi9ENLL3Dl/mhNH5jcLQDTdO","student","Phan Kanha","male","CMS100357"
"meas.kanha.9d@school.edu","$2a$10$he0UR6HVNZcr4eFdQuZE9ur8O/pyVH1fAsGtfNhBFDu/yrY8BdZ1S","student","Meas Kanha","female","CMS100358"
"ouk.kanha.9e@school.edu","$2a$10$2WnlWixEy2WNXxAn54bW3OQy6uG79VS/gsqVMy3eK6XevBx2bMHpi","student","Ouk Kanha","male","CMS100359"
"chhim.kanha.9f@school.edu","$2a$10$iFK32ABPoLRg1ygBB.SkauWSRl9u61qO9WgWbGRiaYCoS2oI2a4kG","student","Chhim Kanha","female","CMS100360"
"yin.kanha.9a@school.edu","$2a$10$dq6zdMJwFn0gH.wPbgiLS.Z9mnJgXmBj8ykaFWppW5oSYqfhtwuTC","student","Yin Kanha","male","CMS100361"
"touch.kanha.9b@school.edu","$2a$10$6BE2ePXXGJVGCxEcU8b24.3SbI4i63MBXYuf.UZy28NLYW1FEPdRy","student","Touch Kanha","female","CMS100362"
"ngov.kanha.9c@school.edu","$2a$10$ailKbLiuupQy4bJge5l7sugAqmS7CTzRRDXGEF8MOrlEtgsxIZI9S","student","Ngov Kanha","male","CMS100363"
"suon.kanha.9d@school.edu","$2a$10$L1Il/2gRR4nn33M3WL65gOFwe2kPPHX.eck6sRc.Y7dSjxX81K0Z6","student","Suon Kanha","female","CMS100364"
"prak.kanha.9e@school.edu","$2a$10$AW1jz9FvkK/7hPdcILcWSu4Ap4gumndJ/4QBMjel6y7LdXC1cggL6","student","Prak Kanha","male","CMS100365"
"kim.kanha.9f@school.edu","$2a$10$UweRxpMQu.2t9xJjimsO7eStibyLSe/ioWX/QgKoyDma1e3.KCWse","student","Kim Kanha","female","CMS100366"
"chhay.kanha.9a@school.edu","$2a$10$ELgooHHxUdf0fgS0nIY7jubGYEz9ijTY8mb2/bH5ymQpB7f/c88jW","student","Chhay Kanha","male","CMS100367"
"nou.kanha.9b@school.edu","$2a$10$.ahAUoFFIW7M5vyK0w.hV..UYL6921qk1FOtoYq3PY0GqwKmfUFRa","student","Nou Kanha","female","CMS100368"
"heng.kanha.9c@school.edu","$2a$10$4akFVW0YvWDM34IfL17Y4ed0Uwd6.LfZFVIlteXx0kMlIjMCl973S","student","Heng Kanha","male","CMS100369"
"pen.kanha.9d@school.edu","$2a$10$vVqDR0HT67op0mM9CfwFL.kfCBJr.1hfSljxrHehbtx38R8pTteDe","student","Pen Kanha","female","CMS100370"
"sam.kanha.9e@school.edu","$2a$10$tGNubAq1r6bO05rgiC3yrO.VzCeitUgBQrQ7AT5Ir1RhLWU4le1ve","student","Sam Kanha","male","CMS100371"
"korng.kanha.9f@school.edu","$2a$10$rObgl71kHeAE9sovkSwBt.WU6EEKUgmtt3M/0MvQb52jEUhoxEpTe","student","Korng Kanha","female","CMS100372"
"ros.kanha.9a@school.edu","$2a$10$IJrvlTdL95f1n9a8pNJjj.LfPi4raMhhgdZXO9xwpiRZfqNGzEnGm","student","Ros Kanha","male","CMS100373"
"chin.kanha.9b@school.edu","$2a$10$qOkcXHhINgdNx.dqHb8gi.WMwev/pkmxyqY8LCR8QBsOuArXodsOa","student","Chin Kanha","female","CMS100374"
"mao.kanha.9c@school.edu","$2a$10$U5CCONYd4RvS0BqayFFphu20dZl3pC2hTCxm0ISe1UU2XWYBy40/S","student","Mao Kanha","male","CMS100375"
"lay.kanha.9d@school.edu","$2a$10$b4PRmex6z3xbZDhqOkjRcu/XFVl.2EgH8vnFxrXnx9pmo33EHWnqW","student","Lay Kanha","female","CMS100376"
"vannak.kanha.9e@school.edu","$2a$10$o.tXPbn0fWkA6sY3jtV5vejIswsLL2xMZKjA8IfVFlTxjTdUm6a/a","student","Vannak Kanha","male","CMS100377"
"sreypov.kanha.9f@school.edu","$2a$10$u8i19sZEIXtUm5NtlVz9qOW.dUNmuIdXU37MaeqnM7pubmfMhubmS","student","Sreypov Kanha","female","CMS100378"
"rith.kanha.9a@school.edu","$2a$10$LCp/OfzlFaJyxgQ2A06YGO/gbNW6lHvQKSWpwmSVVwEwYu7P/XAcK","student","Rith Kanha","male","CMS100379"
"borey.kanha.9b@school.edu","$2a$10$XDcxq9Jv1YZcjfYmr1s.Ue8z2dbmGV3xUDu75Pbk7Ii4EmM7RTHDq","student","Borey Kanha","female","CMS100380"
"visal.kanha.9c@school.edu","$2a$10$D1wktLO74neN.Z.BETn8lerg5KR5IKbUZJpJlvs4lg19x8ag7cUpy","student","Visal Kanha","male","CMS100381"
"malis.kanha.9d@school.edu","$2a$10$FBOgh3OkXV.derDAGC9Uc.3jpkjonzAUln8hWFVEXnDwf8Vt8TDbq","student","Malis Kanha","female","CMS100382"
"rattanak.kanha.9e@school.edu","$2a$10$4m/d1vOEnykyS1cigOdcyeWctsNnSv4.EIDFQfW6U.jj8nv./BFgy","student","Rattanak Kanha","male","CMS100383"
"sothea.kanha.9f@school.edu","$2a$10$sWkW1Vu/ojeRDcK4BDmtnuSUSymFr08A.dAD55Y2LKXe6.ilMg3DS","student","Sothea Kanha","female","CMS100384"
"sok.vichea.9a@school.edu","$2a$10$cQyta/wNYRWpYIsW4SIWC.6293lU1ZXa1ddZd7b57mSzPOtPIVcEG","student","Sok Vichea","male","CMS100385"
"chan.vichea.9b@school.edu","$2a$10$JgoB2aB.gyb7ovJw0iMEqeBsFOhCnsDenEgM5kPDs6otF8cIsu1Bq","student","Chan Vichea","female","CMS100386"
"lim.vichea.9c@school.edu","$2a$10$GP81bx6wfYQ3YKScLJhnrOuth8N93DqKI3i.3XVUpMU2xAl808R.W","student","Lim Vichea","male","CMS100387"
"keo.vichea.9d@school.edu","$2a$10$xNP.QsXMEBuxRJOhqxSW7.1Cuw2CCmxd03V7AwVaevsClu1hoWJge","student","Keo Vichea","female","CMS100388"
"phan.vichea.9e@school.edu","$2a$10$nEjACbGaRbDKJG796UdiSufhsOkZ8W.KxqDttQpfl2B0TDeWLXspO","student","Phan Vichea","male","CMS100389"
"meas.vichea.9f@school.edu","$2a$10$ycbeUNBt2yhlkSrGK17R0OBKPvs0VElMvVC7yq1vFqX4/VUjfgnRS","student","Meas Vichea","female","CMS100390"
"ouk.vichea.9a@school.edu","$2a$10$y7U7CpKQ1Qyqbjxl/vPoM.oLswxFCPMZCyZ2fFnn9P9INa9/3iXBO","student","Ouk Vichea","male","CMS100391"
"chhim.vichea.9b@school.edu","$2a$10$quLQHyHz03sX1.MeN9CrUOdrC6vZTh8iglO7aZGy1htFOkc.M4UMm","student","Chhim Vichea","female","CMS100392"
"yin.vichea.9c@school.edu","$2a$10$Qs6u69Pc/qE7MC6hfGgxAO05rsFFyUYymI60JvddMZhbv05JkoqCK","student","Yin Vichea","male","CMS100393"
"touch.vichea.9d@school.edu","$2a$10$w90NONq9FFnDqWxaU73xkeVNYWN10F.1B/mtA5GJu9ItQXpmr.eFu","student","Touch Vichea","female","CMS100394"
"ngov.vichea.9e@school.edu","$2a$10$cWAMi4fed6X5XPNJ40nU3ec4sBFCMJPnCFa9tN/tCKoWMCzrkE7Om","student","Ngov Vichea","male","CMS100395"
"suon.vichea.9f@school.edu","$2a$10$0pKIGviOjQrmKkOrrkbE5uuQ1ZSNMBFXS6/lQUeVnzW0T4wit1Lai","student","Suon Vichea","female","CMS100396"
"prak.vichea.9a@school.edu","$2a$10$CFYpDgaeT23bD49jSijDs.a1UlowP/CuWqwm3BUA2h0pkUknJwrXi","student","Prak Vichea","male","CMS100397"
"kim.vichea.9b@school.edu","$2a$10$85HRoSLlikq39eH/FdB2vOdyrrXG45YwiIhlgfHEx7Fhwg5MA31Ae","student","Kim Vichea","female","CMS100398"
"chhay.vichea.9c@school.edu","$2a$10$V3Opc9csvHTf88N24KV4C.G56XURQmcWUMnpH.ZwkiAtR7zPbx35S","student","Chhay Vichea","male","CMS100399"
"nou.vichea.9d@school.edu","$2a$10$nH3wikuyF53keIhTvnOX/Os2YmKuA0H3wRwBw3PwCrFA0NjHRZPOK","student","Nou Vichea","female","CMS100400"
"heng.vichea.9e@school.edu","$2a$10$OLpaG3L0n6RyPtInqVl/oOaY6oFEKND.PIHxm58D8.2raxjDpJMbO","student","Heng Vichea","male","CMS100401"
"pen.vichea.9f@school.edu","$2a$10$zFY6.alwPfaO6/XNfvKDMu2BvoByLarR2Z4kJ/AGJz/RRWlgGHe7m","student","Pen Vichea","female","CMS100402"
"sam.vichea.9a@school.edu","$2a$10$6N7uTQs.6BltF86dywtObuWbbJHF29r7U3grEA56TMCWy1nyU5neW","student","Sam Vichea","male","CMS100403"
"korng.vichea.9b@school.edu","$2a$10$ILVg7/16lihBN6WwBLHykOMDaluVboQjzpwm2pESnRpIDZcYZQ4Gq","student","Korng Vichea","female","CMS100404"
"ros.vichea.9c@school.edu","$2a$10$2m4bzlczXdrPsBigpUMvmuVPXfOt4LeNj2bdPzqzCPJ8q/VIqh9Yu","student","Ros Vichea","male","CMS100405"
"chin.vichea.9d@school.edu","$2a$10$cptsxRNig..XBPbqIbkrHuTOR2cS1cB7ft1B5Rfprry5yKOilyda.","student","Chin Vichea","female","CMS100406"
"mao.vichea.9e@school.edu","$2a$10$ref5vLtnDM3vtjYCr7HXvusRWr7nUrZih.Oaxo8EikKa1zhomG9ei","student","Mao Vichea","male","CMS100407"
"lay.vichea.9f@school.edu","$2a$10$vX2YSX3bx2xuoBrtPJX90efIYOHy3HpZFcgR7./joWIjH/G2jJJ3u","student","Lay Vichea","female","CMS100408"
"vannak.vichea.9a@school.edu","$2a$10$fjOn2THC80Uxj1hcrB4UI.KZ3jCLtEOTIatI5.yph.s4qGi//S8jS","student","Vannak Vichea","male","CMS100409"
"sreypov.vichea.9b@school.edu","$2a$10$llvKALcDRs1ELmeHhpz45ucmaUU3vv0l85ctbKziwBcvAPBDMz3Ym","student","Sreypov Vichea","female","CMS100410"
"rith.vichea.9c@school.edu","$2a$10$DF4imFVE8tCFU1LFm35EieDd4DRmWUOgAVcUozaDlm00IqQ69Hy/W","student","Rith Vichea","male","CMS100411"
"borey.vichea.9d@school.edu","$2a$10$m5YMnShjueqOLvxXxzRZGOJcI9hp3ezmyJy2P93uEIkj5gviyyYxK","student","Borey Vichea","female","CMS100412"
"visal.vichea.9e@school.edu","$2a$10$YnDsJ6BY8t7zwGBbeH0wMuFfQMVzxPC4KzeecCv53Gii.mdtk2SXC","student","Visal Vichea","male","CMS100413"
"malis.vichea.9f@school.edu","$2a$10$0A3k4xW.q.aHX3nZf0.A.u14l7FQB.RfIRW07HjG66YfKSGYtREf.","student","Malis Vichea","female","CMS100414"
"rattanak.vichea.9a@school.edu","$2a$10$1Rs9hatbPX0xUPupJwzmoO3z/vWRQQNW4nWYl/FnwC98to1eTcadS","student","Rattanak Vichea","male","CMS100415"
"sothea.vichea.9b@school.edu","$2a$10$obYB1juoDFUDL6PgEU7SYOvD40i3AFZOKyZY2tf7VjaIVT4i9cY3S","student","Sothea Vichea","female","CMS100416"
"sok.sreymom.9c@school.edu","$2a$10$ceALQX8RQy1PMOheykhU9evmjyHuObgrKtNgFCQgBDUluWwCao2hO","student","Sok Sreymom","male","CMS100417"
"chan.sreymom.9d@school.edu","$2a$10$oucIYfoKo0TzJdv7OivM6uq51ryZTL.6AZrRFvhL7I23slqpkIlyC","student","Chan Sreymom","female","CMS100418"
"lim.sreymom.9e@school.edu","$2a$10$dHyryvPqOtpm84v5Ff8jWuzACoM57XbPAXbmhezeVniUxEpQ6XARS","student","Lim Sreymom","male","CMS100419"
"keo.sreymom.9f@school.edu","$2a$10$sZuVxpWvizkPlUf1T93TJOe2nM/8jnpMyptmhMZxTCQGsuO42Osta","student","Keo Sreymom","female","CMS100420"
"phan.sreymom.9a@school.edu","$2a$10$doWi7f69RfetUnIF/FF29unL/oTa4EFQdVHoWwLFhvUnJzqtA062m","student","Phan Sreymom","male","CMS100421"
"meas.sreymom.9b@school.edu","$2a$10$8GblG/h3gZK2ho8vZ.WqKe51Bg15pYifNl3ofhxmdNioycRqhZ3vm","student","Meas Sreymom","female","CMS100422"
"ouk.sreymom.9c@school.edu","$2a$10$qshjxUZM6b6pTdsfdkICi.pa2lMRdu6ahkFlYrpf537HXR1bkdkNi","student","Ouk Sreymom","male","CMS100423"
"chhim.sreymom.9d@school.edu","$2a$10$rpIpdSyU7ddQIPadxP2yR.7zBgq6Bl23DtiKijcb4Dy5RSIo2cf5G","student","Chhim Sreymom","female","CMS100424"
"yin.sreymom.9e@school.edu","$2a$10$bqbAW.XX5GRdsb0.9x3.PO3ivtP1sXTT51dUGozzMeHLJJtSKeL2i","student","Yin Sreymom","male","CMS100425"
"touch.sreymom.9f@school.edu","$2a$10$7Co8odRjYgLWCd3Oity82O83WtrlrFRc51aMPSfCmHX4TLmNbheau","student","Touch Sreymom","female","CMS100426"
"ngov.sreymom.9a@school.edu","$2a$10$oMJpoqCYF95W72ZWKmG8UePgi7.WsaVHZl1JDcLInmYg1InktRAuK","student","Ngov Sreymom","male","CMS100427"
"suon.sreymom.9b@school.edu","$2a$10$HKYJiu3lKjS10.rOPepZ0.wNwTqiOcioSSa.cV0yYFCYag.WRwzIq","student","Suon Sreymom","female","CMS100428"
"prak.sreymom.9c@school.edu","$2a$10$Qhw2b//Fv8XKCx79z6Hk.uB3gCp4n2uV7et5AtYrbLo24fyOWfas6","student","Prak Sreymom","male","CMS100429"
"kim.sreymom.9d@school.edu","$2a$10$UzZuKUP3yTvd9vaud9mQ8u6EAk2MV05aGw5cWds3adZI5Hyk0R3VG","student","Kim Sreymom","female","CMS100430"
"chhay.sreymom.9e@school.edu","$2a$10$R7DBzAL7kgoQccqkK56cbuHmFxIkmPgUMgAuAmmgPMMVWPmjmdb8C","student","Chhay Sreymom","male","CMS100431"
"nou.sreymom.9f@school.edu","$2a$10$eR/sx9GYBqh9Tml2Gql6b.imvg42un45Pmr0G5Mi/bXHtcu5ej8fC","student","Nou Sreymom","female","CMS100432"
"heng.sreymom.9a@school.edu","$2a$10$wxIl8Rgy928fhMq9ft.98.QPxvzHFdQsUaF63pnTgrSSvXHE9hiS6","student","Heng Sreymom","male","CMS100433"
"pen.sreymom.9b@school.edu","$2a$10$23IhD9dgEDI0uAXlK1.7COBIKhneNaMs2EWF6eC7bfg46pjRTcGaq","student","Pen Sreymom","female","CMS100434"
"sam.sreymom.9c@school.edu","$2a$10$MZ1mRc6ZWrCLd18lWgrXCeHAWv1cLptHpO.MJa1K4EFYpvoUcIYCe","student","Sam Sreymom","male","CMS100435"
"korng.sreymom.9d@school.edu","$2a$10$8SK1CIfYDJnU69zeXaR5TeQU5WQdUdTYeUattWuiMTfp3x7OgzXk2","student","Korng Sreymom","female","CMS100436"
"ros.sreymom.9e@school.edu","$2a$10$Voy3AwzIu7qd92EPgDv7GONrlq/UorDAyuxqhFyT6vY89JpfgqthW","student","Ros Sreymom","male","CMS100437"
"chin.sreymom.9f@school.edu","$2a$10$IDFRTAuh8e9qD43go6uipOGTd3z/qiJAeSHnVDVc8xNKjePn7MPJO","student","Chin Sreymom","female","CMS100438"
"mao.sreymom.9a@school.edu","$2a$10$vGUvXrDxnbt2pEmEjfAenuRQT74XMehSMNqZeg9V3rvaSZndAh6wq","student","Mao Sreymom","male","CMS100439"
"lay.sreymom.9b@school.edu","$2a$10$PLyrU2pr/aBZaWrSyY.T4OfKTp7lFjtdjIqDzECQVQ9Ls.aR1.NAi","student","Lay Sreymom","female","CMS100440"
"vannak.sreymom.9c@school.edu","$2a$10$pV14lT.MmsLHa.fJuO5nSutVQNUSzTVIMvqrhsOZeQId8s7a8ybCO","student","Vannak Sreymom","male","CMS100441"
"sreypov.sreymom.9d@school.edu","$2a$10$ZmLHrKiEjHJggrS4lPaaSe.URPdBjyDZ8uIRbdHj7BZ.YeR89OZgS","student","Sreypov Sreymom","female","CMS100442"
"rith.sreymom.9e@school.edu","$2a$10$Vu1PcWSD1ceMdtdB1/nWc.VUlJWXaKAb2JXRJ7qggJ8yjdrQt9M.G","student","Rith Sreymom","male","CMS100443"
"borey.sreymom.9f@school.edu","$2a$10$B9zAuHL2Jkhp.MmMsU.1BOdJ5LdRV18PNP63zCguA6RUllIWnrV.W","student","Borey Sreymom","female","CMS100444"
"visal.sreymom.9a@school.edu","$2a$10$BTTf69wwjiYHc3v1yPxbgOt6QGBwK5MvND7icQ3mE6QH4.MyRnmQy","student","Visal Sreymom","male","CMS100445"
"malis.sreymom.9b@school.edu","$2a$10$UYsIT14GLEiWPG2fntJyWuiZXvFkrViApSOyrGxX60hEGafSze14i","student","Malis Sreymom","female","CMS100446"
"rattanak.sreymom.9c@school.edu","$2a$10$6.ssfXHTk4Wtf9BQa8yiZOYVwwTZdgi8wsj3p9d30bEFx7xcRubsi","student","Rattanak Sreymom","male","CMS100447"
"sothea.sreymom.9d@school.edu","$2a$10$ZG0xBigywAx2zYQr876mI.GPqg71Vjz3R3RSY8sV/KPBB3iA8.wOO","student","Sothea Sreymom","female","CMS100448"
